artist_offset,user_offset,playcount
88,108,62
88,136,381
88,163,68
88,218,162
88,225,1631
88,233,73
88,253,355
88,301,180
88,302,107
88,303,186
88,339,110
88,346,67
88,365,63
88,408,113
88,481,71
88,487,130
89,1,64
89,17,127
89,47,79
89,60,502
89,67,79
89,92,97
89,119,208
89,233,62
89,357,1049
89,449,139
89,462,161
90,28,79
90,102,109
90,129,65
90,190,94
90,192,109
90,199,316
90,230,71
90,234,1015
90,256,84
90,362,437
90,428,198
90,462,220
90,478,92
90,488,76
91,35,56
91,40,117
91,64,74
91,72,78
91,79,191
91,121,216
91,126,98
91,128,54
91,159,115
91,180,91
91,183,258
91,195,76
91,212,271
91,214,236
91,243,218
91,246,127
91,253,67
91,264,73
91,277,94
91,281,87
91,293,349
91,315,62
91,317,172
91,345,56
91,350,218
91,355,494
91,357,110
91,378,133
91,439,94
91,442,233
91,498,119
92,35,154
92,40,153
92,45,266
92,56,127
92,66,250
92,70,519
92,121,229
92,124,113
92,125,52
92,142,600
92,156,70
92,163,70
92,164,623
92,174,329
92,177,168
92,192,227
92,193,55
92,196,94
92,198,60
92,240,56
92,253,67
92,256,92
92,265,458
92,269,65
92,280,112
92,282,208
92,291,129
92,298,55
92,301,94
92,302,74
92,309,139
92,323,77
92,326,488
92,334,259
92,339,69
92,341,58
92,348,545
92,350,85
92,361,171
92,383,119
92,398,110
92,406,452
92,421,59
92,427,174
92,433,200
92,447,51
92,459,235
92,462,57
92,468,106
92,480,54
92,499,142
93,22,64
93,48,67
93,56,89
93,60,142
93,66,86
93,72,61
93,95,237
93,170,65
93,227,139
93,231,55
93,235,59
93,238,56
93,253,184
93,350,60
93,364,111
93,397,266
93,410,68
93,414,111
93,433,99
94,18,3282
94,32,369
94,45,138
94,103,55
94,191,150
94,232,66
94,288,83
94,305,68
94,321,109
94,396,272
95,32,809
95,47,53
95,52,85
95,81,114
95,99,82
95,132,232
95,210,90
95,219,68
95,223,99
95,380,308
95,456,198
95,467,163
96,1,159
96,2,159
96,17,92
96,47,86
96,60,748
96,108,62
96,131,63
96,170,224
96,203,58
96,219,250
96,225,88
96,239,121
96,247,127
96,257,227
96,274,321
96,303,140
96,306,203
96,312,469
96,348,507
96,355,150
96,357,604
96,365,124
96,378,123
96,380,132
96,487,87
96,498,248
97,22,495
97,73,91
97,140,163
97,159,57
97,175,76
97,225,164
97,306,205
97,377,150
97,411,68
97,444,532
98,24,194
98,44,61
98,54,569
98,62,62
98,71,176
98,75,146
98,77,52
98,90,93
98,94,662
98,110,151
98,147,98
98,224,171
98,237,52
98,253,163
98,265,92
98,325,73
98,351,71
98,352,214
98,446,106
98,455,72
98,459,94
98,485,121
99,7,61
99,11,56
99,32,117
99,35,139
99,56,73
99,71,161
99,93,154
99,137,210
99,253,431
99,285,51
99,291,195
99,297,65
99,303,61
99,338,59
99,390,74
99,397,112
99,449,62
99,455,305
99,456,135
99,459,54
99,463,97
99,465,88
99,484,148
100,40,307
100,71,94
100,107,11269
100,283,67
101,56,171
101,147,100
101,150,242
101,172,239
101,253,108
101,317,176
101,435,66
102,1,58
102,56,64
102,95,64
102,170,112
102,253,98
102,281,80
102,306,407
102,348,154
102,377,87
102,379,58
102,417,87
102,432,58
102,444,66
102,451,236
103,9,125
103,18,479
103,32,175
103,41,218
103,45,169
103,62,162
103,70,225
103,72,66
103,79,606
103,96,160
103,103,61
103,106,269
103,110,108
103,120,74
103,160,73
103,164,61
103,186,69
103,194,116
103,227,526
103,240,99
103,251,75
103,252,411
103,256,170
103,262,54
103,281,59
103,282,53
103,290,60
103,293,598
103,306,59
103,320,51
103,334,115
103,351,51
103,366,91
103,370,207
103,376,58
103,398,73
103,405,66
103,410,62
103,419,63
103,428,272
103,457,61
103,468,66
103,478,63
103,496,148
104,13,161
104,14,98
104,19,52
104,78,213
104,87,75
104,93,130
104,120,63
104,126,86
104,152,57
104,153,117
104,156,95
104,159,124
104,164,123
104,170,88
104,178,136
104,183,352
104,184,107
104,214,158
104,246,108
104,253,101
104,273,74
104,275,84
104,283,97
104,296,78
104,355,122
104,383,91
104,393,305
104,440,132
104,442,345
104,444,99
105,40,139
105,106,72
105,113,74
105,147,92
105,180,66
105,183,86
105,196,104
105,217,73
105,227,129
105,234,780
105,355,56
105,368,51
105,392,126
106,13,104
106,14,73
106,26,59
106,36,180
106,37,53
106,45,62
106,47,51
106,53,67
106,56,87
106,60,313
106,66,197
106,71,68
106,98,220
106,128,250
106,133,104
106,137,358
106,138,53
106,139,83
106,144,56
106,147,94
106,157,98
106,159,315
106,168,54
106,171,60
106,176,88
106,177,71
106,181,361
106,183,167
106,185,293
106,186,119
106,193,87
106,196,169
106,210,429
106,214,139
106,217,51
106,219,88
106,221,365
106,225,107
106,226,54
106,239,69
106,245,51
106,253,102
106,289,195
106,293,68
106,297,60
106,299,91
106,302,76
106,306,83
106,332,329
106,383,129
106,386,72
106,390,78
106,392,137
106,401,94
106,406,148
106,411,106
106,413,202
106,419,133
106,442,161
106,449,81
106,459,77
106,492,84
107,2,75
107,14,66
107,28,186
107,32,1299
107,35,250
107,45,81
107,46,164
107,48,511
107,56,103
107,60,116
107,63,101
107,78,67
107,83,67
107,90,88
107,93,106
107,95,111
107,107,2856
107,108,87
107,121,80
107,125,66
107,128,57
107,131,87
107,147,51
107,154,134
107,155,77
107,163,368
107,177,141
107,188,70
107,196,209
107,201,205
107,203,96
107,216,172
107,219,82
107,225,447
107,233,86
107,241,426
107,253,111
107,257,678
107,264,59
107,267,52
107,274,163
107,291,87
107,296,125
107,299,153
107,306,63
107,312,299
107,325,88
107,326,407
107,334,158
107,343,150
107,345,93
107,348,141
107,354,65
107,357,61
107,368,124
107,378,280
107,398,103
107,460,67
107,476,142
107,492,51
107,498,475
108,60,69
108,125,69
108,128,1014
108,144,98
108,166,156
108,188,136
108,292,99
108,298,86
108,300,62
108,340,156
108,345,74
108,373,230
108,375,69
108,380,65
109,15,59
109,35,67
109,51,77
109,56,152
109,57,56
109,71,52
109,78,197
109,95,55
109,104,59
109,115,68
109,121,53
109,122,146
109,125,183
109,128,110
109,136,83
109,137,467
109,144,60
109,147,53
109,150,130
109,159,202
109,164,67
109,170,145
109,181,91
109,183,226
109,190,93
109,195,144
109,196,181
109,214,101
109,233,57
109,235,62
109,239,82
109,243,280
109,246,80
109,264,182
109,277,60
109,283,51
109,286,61
109,293,437
109,296,257
109,297,56
109,306,95
109,307,86
109,316,712
109,347,73
109,355,116
109,368,156
109,379,66
109,383,127
109,390,296
109,393,76
109,423,138
109,432,53
109,439,167
109,442,232
109,444,82
109,450,271
109,467,107
109,472,130
109,478,776
109,483,66
109,498,55
110,56,51
110,60,272
110,119,156
110,149,87
110,165,112
110,291,104
110,325,183
110,345,106
110,358,80
110,360,111
110,361,57
110,414,92
110,429,60
110,433,388
110,460,66
110,463,105
110,465,128
110,468,69
